#q2lo q2hi ylo yhi qTlo qThi PDF0  uncertainty
2.5 2.75 3 3.5 5.25 5.5 496.2748772601631 0.3596709569246173
2.5 2.75 3 3.5 5.5 5.75 430.8402180295473 0.3062369062811854
2.5 2.75 3 3.5 5.75 6 375.7892228702362 0.2629484766007977
2.5 2.75 3 3.5 6 6.25 329.2172693339607 0.2275088319683505
2.5 2.75 3 3.5 6.25 6.5 289.6126687384148 0.1982091549745064
2.5 2.75 3 3.5 6.5 6.75 255.7671011601045 0.1737705157925689
2.5 2.75 3 3.5 6.75 7 226.7084252127727 0.1532189270193385
2.5 2.75 3 3.5 7 7.25 201.6495410137869 0.1358077065850694
2.5 2.75 3 3.5 7.25 7.5 179.9495408955912 0.1209552653018875
2.5 2.75 3 3.5 7.5 7.75 161.0837456391253 0.108205092735318
2.5 2.75 3 3.5 7.75 8 144.6203581344358 0.09719429695854842
2.5 2.75 3 3.5 8 8.25 130.2022538877923 0.08763377035472786
2.5 2.75 3 3.5 8.25 8.5 117.5326225725621 0.07928983460149652
2.5 2.75 3 3.5 8.5 8.75 106.363502980135 0.07197438624054087
2.5 2.75 3 3.5 8.75 9 96.48698734346017 0.06553191744079356
2.5 2.75 3 3.5 9 9.25 87.72780467475995 0.05983601711555764
2.5 2.75 3 3.5 9.25 9.5 79.93777934253113 0.0547808254930402
2.5 2.75 3 3.5 9.5 9.75 72.99119089347624 0.05027789047869646
2.5 2.75 3 3.5 9.75 10 66.78085252258749 0.04625376755137722
2.5 2.75 3 3.5 10 20 826.3267833725524 0.6263665448439042
2.5 2.75 3.5 4 0 0.25 40569.91453451687 125.8532174433381
2.5 2.75 3.5 4 0.25 0.5 115140.4373130522 123.3074547215901
2.5 2.75 3.5 4 0.5 0.75 170009.9758057837 170.3569490247451
2.5 2.75 3.5 4 0.75 1 196648.8528146861 28.56230456189674
2.5 2.75 3.5 4 1 1.25 192491.7270752994 1.126014383054873
2.5 2.75 3.5 4 1.25 1.5 159162.2316784134 156.5848956273301
2.5 2.75 3.5 4 1.5 1.75 100279.7035392114 55.46265948822256
2.5 2.75 3.5 4 1.75 2 36106.82931282801 23.80384103198758
2.5 2.75 3.5 4 2 2.25 -12597.24107380263 5.010157375705819
2.5 2.75 3.5 4 2.25 2.5 -36945.97434181653 2.19399568003061
2.5 2.75 3.5 4 2.5 2.75 -40219.75984941707 33.30232556072808
2.5 2.75 3.5 4 2.75 3 -31721.48656099782 16.85200054089731
2.5 2.75 3.5 4 3 3.25 -20211.62196389133 7.671826061621068
2.5 2.75 3.5 4 3.25 3.5 -10703.04069893256 3.779828327031134
2.5 2.75 3.5 4 3.5 3.75 -4618.876150214025 2.182271812580203
2.5 2.75 3.5 4 3.75 4 -1372.079839650783 1.361983376805474
2.5 2.75 3.5 4 4 4.25 437.0175807369567 1.0020062219779
2.5 2.75 3.5 4 4.25 4.5 852.3538288099501 0.7782431000915988
2.5 2.75 3.5 4 4.5 4.75 732.8022275420785 0.6266564993946986
2.5 2.75 3.5 4 4.75 5 622.7021006990433 0.5109441345789492
2.5 2.75 3.5 4 5 5.25 532.2136673331552 0.4214041055222424
2.5 2.75 3.5 4 5.25 5.5 457.3435771190701 0.3512360532940306
2.5 2.75 3.5 4 5.5 5.75 395.0050763315699 0.2955743215101165
2.5 2.75 3.5 4 5.75 6 342.7924567370105 0.250920537755519
2.5 2.75 3.5 4 6 6.25 298.8164670768258 0.2147174819646693
2.5 2.75 3.5 4 6.25 6.5 261.582165886999 0.1850872153249838
2.5 2.75 3.5 4 6.5 6.75 229.8984037359872 0.1606239435284067
2.5 2.75 3.5 4 6.75 7 202.8102977412817 0.1402581198968562
2.5 2.75 3.5 4 7 7.25 179.5475692116606 0.1231738227255903
2.5 2.75 3.5 4 7.25 7.5 159.4852921239154 0.1087396655438795
2.5 2.75 3.5 4 7.5 7.75 142.1136268420086 0.09646391354041839
2.5 2.75 3.5 4 7.75 8 127.0142317503839 0.08596001846683521
2.5 2.75 3.5 4 8 8.25 113.8422739957644 0.0769216641971866
2.5 2.75 3.5 4 8.25 8.5 102.3119343213271 0.06910268060809699
2.5 2.75 3.5 4 8.5 8.75 92.18539938931541 0.06230476437471566
2.5 2.75 3.5 4 8.75 9 83.26383612043922 0.05636679691261293
2.5 2.75 3.5 4 9 9.25 75.38029398644962 0.05115648468566292
2.5 2.75 3.5 4 9.25 9.5 68.39411499791618 0.04656540645919449
2.5 2.75 3.5 4 9.5 9.75 62.18626234325075 0.04250326175851882
2.5 2.75 3.5 4 9.75 10 56.65560716947021 0.03889546342690409
2.5 2.75 3.5 4 10 20 664.8403303695072 0.4972454633733605
2.5 2.75 4 4.5 0 0.25 -51747.17066565389 875.4971802563238
2.5 2.75 4 4.5 0.25 0.5 -142928.6479216772 3.350687637077349
2.5 2.75 4 4.5 0.5 0.75 -201054.1556235231 0.8648876591473361
2.5 2.75 4 4.5 0.75 1 -212606.0305011117 0.411449067038977
2.5 2.75 4 4.5 1 1.25 -174159.8824007374 0.3410196079572493
2.5 2.75 4 4.5 1.25 1.5 -90620.0590712062 16.50549105214926
2.5 2.75 4 4.5 1.5 1.75 22353.78815822501 7.67863229808957
2.5 2.75 4 4.5 1.75 2 122819.5945651189 32.13677358280382
2.5 2.75 4 4.5 2 2.25 178339.2234671823 75.21918913235923
2.5 2.75 4 4.5 2.25 2.5 182380.7135115087 91.02504813525375
2.5 2.75 4 4.5 2.5 2.75 150255.2421388088 63.96555779959333
2.5 2.75 4 4.5 2.75 3 104734.2630515623 34.03351883945044
2.5 2.75 4 4.5 3 3.25 63371.03718806045 16.03354925270474
2.5 2.75 4 4.5 3.25 3.5 33895.45190488362 8.125477055042342
2.5 2.75 4 4.5 3.5 3.75 16334.0603369527 4.80585323079534
2.5 2.75 4 4.5 3.75 4 7219.505149444687 3.238744550232852
2.5 2.75 4 4.5 4 4.25 2226.531018563254 1.339623286499238
2.5 2.75 4 4.5 4.25 4.5 796.1551568403635 0.7051404475106446
2.5 2.75 4 4.5 4.5 4.75 642.033795230385 0.5605699937183317
2.5 2.75 4 4.5 4.75 5 541.6962658467349 0.4515899348918992
2.5 2.75 4 4.5 5 5.25 459.7410150294726 0.3682745001298713
2.5 2.75 4 4.5 5.25 5.5 392.3382342858069 0.3037319613247291
2.5 2.75 4 4.5 5.5 5.75 336.544638648717 0.2530961212657985
2.5 2.75 4 4.5 5.75 6 290.0792445317994 0.2128891502816828
2.5 2.75 4 4.5 6 6.25 251.1601137212054 0.1806017314612518
2.5 2.75 4 4.5 6.25 6.5 218.3852302835762 0.1544059627401282
2.5 2.75 4 4.5 6.5 6.75 190.64336615762 0.1329513798050073
2.5 2.75 4 4.5 6.75 7 167.0483607321463 0.1152293770063295
2.5 2.75 4 4.5 7 7.25 146.8887939891325 0.1004723676243202
2.5 2.75 4 4.5 7.25 7.5 129.5902510002438 0.08809317606221612
2.5 2.75 4 4.5 7.5 7.75 114.6861413791863 0.07763517659101637
2.5 2.75 4 4.5 7.75 8 101.7955009238187 0.06874175185369324
2.5 2.75 4 4.5 8 8.25 90.60552247807721 0.06113185757382666
2.5 2.75 4 4.5 8.25 8.5 80.85810521584891 0.0545826301842709
2.5 2.75 4 4.5 8.5 8.75 72.33932721051519 0.04891511430804485
2.5 2.75 4 4.5 8.75 9 64.87090720115197 0.04398703463000686
2.5 2.75 4 4.5 9 9.25 58.30386969997238 0.03968167477945883
2.5 2.75 4 4.5 9.25 9.5 52.51301297107404 0.03590434042450141
2.5 2.75 4 4.5 9.5 9.75 47.39291032698241 0.03257680676756536
2.5 2.75 4 4.5 9.75 10 42.85418838159923 0.02963476103874285
2.5 2.75 4 4.5 10 20 455.2434995612883 0.3546090948509573
2.5 2.75 4.5 5 0 0.25 -230688.3634038204 141.8338885411233
2.5 2.75 4.5 5 0.25 0.5 -679273.2909476128 3.590511149455429
2.5 2.75 4.5 5 0.5 0.75 -1090340.426734696 2.017655719016804
2.5 2.75 4.5 5 0.75 1 -1440802.353771711 2.245095392573776
2.5 2.75 4.5 5 1 1.25 -1711030.454634804 2.548524754752683
2.5 2.75 4.5 5 1.25 1.5 -1877588.348423216 1640.359865926114
2.5 2.75 4.5 5 1.5 1.75 -1852653.41393933 1042.863742562382
2.5 2.75 4.5 5 1.75 2 -1616529.709229434 494.1117478728028
2.5 2.75 4.5 5 2 2.25 -1250949.570611671 976.3263035790623
2.5 2.75 4.5 5 2.25 2.5 -859492.9141517199 26.16742183487004
2.5 2.75 4.5 5 2.5 2.75 -523912.6301902531 53.76361985825826
2.5 2.75 4.5 5 2.75 3 -282515.9817769473 36.47036296978494
2.5 2.75 4.5 5 3 3.25 -133911.1202657621 18.87415515115661
2.5 2.75 4.5 5 3.25 3.5 -55027.32651196139 10.44860628013591
2.5 2.75 4.5 5 3.5 3.75 -18957.47354708544 7.153247226632645
2.5 2.75 4.5 5 3.75 4 -4815.286948556066 4.034553538235886
2.5 2.75 4.5 5 4 4.25 396.5290733798922 0.2774721591381705
2.5 2.75 4.5 5 4.25 4.5 649.3285092847285 0.5817472209723338
2.5 2.75 4.5 5 4.5 4.75 512.3387690830745 0.4572783292867371
2.5 2.75 4.5 5 4.75 5 427.3915363950447 0.364361999033747
2.5 2.75 4.5 5 5 5.25 358.5662420802732 0.2940186154700655
2.5 2.75 4.5 5 5.25 5.5 302.419485674115 0.2400167822030426
2.5 2.75 4.5 5 5.5 5.75 256.3218211624138 0.1980249980109079
2.5 2.75 4.5 5 5.75 6 218.2478540852713 0.1649661469804187
2.5 2.75 4.5 5 6 6.25 186.6239851680286 0.1386524862675458
2.5 2.75 4.5 5 6.25 6.5 160.2184991381257 0.117494459309853
2.5 2.75 4.5 5 6.5 6.75 138.0612714669792 0.1003102250984114
2.5 2.75 4.5 5 6.75 7 119.3826452771498 0.0862196299228799
2.5 2.75 4.5 5 7 7.25 103.5679379351282 0.07456101274617311
2.5 2.75 4.5 5 7.25 7.5 90.12332387568095 0.06483454884100581
2.5 2.75 4.5 5 7.5 7.75 78.64939272383656 0.0566576875551732
2.5 2.75 4.5 5 7.75 8 68.82142351693378 0.04973357060629269
2.5 2.75 4.5 5 8 8.25 60.37448536486263 0.04383225504813026
2.5 2.75 4.5 5 8.25 8.5 53.09086335579486 0.03877236005276785
2.5 2.75 4.5 5 8.5 8.75 46.79117806322184 0.03441137954892071
2.5 2.75 4.5 5 8.75 9 41.32673927979308 0.03063373334327935
2.5 2.75 4.5 5 9 9.25 36.57376572019773 0.02734802124628288
2.5 2.75 4.5 5 9.25 9.5 32.43197680389324 0.02744439853893255
2.5 2.75 4.5 5 9.5 9.75 28.80817087250181 0.02197620087886776
2.5 2.75 4.5 5 9.75 10 25.63274874570874 0.01976192602255011
2.5 2.75 4.5 5 10 20 225.1831934977767 0.1961254545495308
2.5 2.75 5 6 0 0.25 -444196.5573642224 1003.985592949641
2.5 2.75 5 6 0.25 0.5 -1253381.766383273 88.158983657577
2.5 2.75 5 6 0.5 0.75 -1840083.008239927 15.98619194239293
2.5 2.75 5 6 0.75 1 -2108765.367581094 5.936794492294435
2.5 2.75 5 6 1 1.25 -2029404.015174032 10.67829568152283
2.5 2.75 5 6 1.25 1.5 -1624074.907198728 215.8797891077548
2.5 2.75 5 6 1.5 1.75 -945572.6690527594 20.33199447847223
2.5 2.75 5 6 1.75 2 -227233.8855964118 58.31533640176713
2.5 2.75 5 6 2 2.25 296968.170032916 175.2463253992091
2.5 2.75 5 6 2.25 2.5 534971.4577525605 51.17869676735302
2.5 2.75 5 6 2.5 2.75 534576.0815575422 63.47246033183973
2.5 2.75 5 6 2.75 3 408789.3890876709 28.7693708222528
2.5 2.75 5 6 3 3.25 259301.0481860343 15.67532806301218
2.5 2.75 5 6 3.25 3.5 141212.6665506971 10.53153547322101
2.5 2.75 5 6 3.5 3.75 67346.1380524436 11.56347988232332
2.5 2.75 5 6 3.75 4 28168.93159626663 15.40575581466853
2.5 2.75 5 6 4 4.25 6499.217617367364 0.6916259739132231
2.5 2.75 5 6 4.25 4.5 754.2757530517382 0.3897620096738129
2.5 2.75 5 6 4.5 4.75 495.6705708979921 0.3148575148134114
2.5 2.75 5 6 4.75 5 397.6911404448609 0.2544571850597777
2.5 2.75 5 6 5 5.25 320.7449356587128 0.3044619761699892
2.5 2.75 5 6 5.25 5.5 259.9282067801659 0.1663297042828731
2.5 2.75 5 6 5.5 5.75 211.5909751500436 0.1349081122108373
2.5 2.75 5 6 5.75 6 172.9670607751174 0.1728567482910535
2.5 2.75 5 6 6 6.25 141.9490167265762 0.1402600740898663
2.5 2.75 5 6 6.25 6.5 116.9197232113547 0.1146268518445481
2.5 2.75 5 6 6.5 6.75 96.63689957500483 0.09424676252051256
2.5 2.75 5 6 6.75 7 80.13142874602244 0.07791754100531989
2.5 2.75 5 6 7 7.25 66.647513867358 0.06474869905028413
2.5 2.75 5 6 7.25 7.5 55.59124340472243 0.05405690685194031
2.5 2.75 5 6 7.5 7.75 46.49406013184255 0.04532093464887055
2.5 2.75 5 6 7.75 8 38.98449288240253 0.03814445022824486
2.5 2.75 5 6 8 8.25 32.76649016500986 0.03221786248450087
2.5 2.75 5 6 8.25 8.5 27.6027580954978 0.02730111346762953
2.5 2.75 5 6 8.5 8.75 23.30259727234557 0.0232064042776372
2.5 2.75 5 6 8.75 9 19.71215289289867 0.01116941035531482
2.5 2.75 5 6 9 9.25 16.70674665134168 0.009383130164277276
2.5 2.75 5 6 9.25 9.5 14.18512151528373 0.007900605013348994
2.5 2.75 5 6 9.5 9.75 12.06465487101525 0.006664795716414318
2.5 2.75 5 6 9.75 10 10.27772954078313 0.005623982181001352
2.5 2.75 5 6 10 20 62.07752808378927 0.02125562247960033
2.5 2.75 6 8 0 0.25 263682.8801531765 648.7545260829427
2.5 2.75 6 8 0.25 0.5 740718.2897043078 22.71198742913332
2.5 2.75 6 8 0.5 0.75 1078584.136981945 14.79770477866834
2.5 2.75 6 8 0.75 1 1217705.341431791 10.96001512078771
2.5 2.75 6 8 1 1.25 1138539.119094704 10.62562743297481
2.5 2.75 6 8 1.25 1.5 852377.9140564422 85.56126640223664
2.5 2.75 6 8 1.5 1.75 398855.0929745758 57.39529308402969
2.5 2.75 6 8 1.75 2 -60095.2863194494 39.48052280881502
2.5 2.75 6 8 2 2.25 -374179.3062350734 36.07414120621308
2.5 2.75 6 8 2.25 2.5 -489993.7556851303 113.7848864327156
2.5 2.75 6 8 2.5 2.75 -447530.9809295461 14.6763163358669
2.5 2.75 6 8 2.75 3 -328319.7078989327 76.66205892326175
2.5 2.75 6 8 3 3.25 -203144.5523725675 34.24257486463146
2.5 2.75 6 8 3.25 3.5 -108450.290207728 17.78779180526733
2.5 2.75 6 8 3.5 3.75 -50578.33791245516 1.369866374413931
2.5 2.75 6 8 3.75 4 -20365.27224678369 14.27142965271424
2.5 2.75 6 8 4 4.25 -3672.465332399002 2.527338000034476
2.5 2.75 6 8 4.25 4.5 -15.05209122126313 0.02081887399287312
2.5 2.75 6 8 4.5 4.75 29.39221064929938 0.01260883827811199
2.5 2.75 6 8 4.75 5 20.22306989234499 0.008026355235426053
2.5 2.75 6 8 5 5.25 13.91605498110938 0.004882747214617567
2.5 2.75 6 8 5.25 5.5 9.569348172134001 0.002891071585585436
2.5 2.75 6 8 5.5 5.75 6.570762932597527 0.001757231411871452
2.5 2.75 6 8 5.75 6 4.500938261649994 0.001255920230407881
2.5 2.75 6 8 6 6.25 3.074791429869172 0.0001685443623560268
2.5 2.75 6 8 6.25 6.5 2.091783458005773 0.0001145612700437226
2.5 2.75 6 8 6.5 6.75 1.416027135491609 0.0002071074509970572
2.5 2.75 6 8 6.75 7 0.9529058200730148 0.000245434414710366
2.5 2.75 6 8 7 7.25 0.6368352899770044 0.0002470521420807614
2.5 2.75 6 8 7.25 7.5 0.4222055357835315 0.0002032763008772975
2.5 2.75 6 8 7.5 7.75 0.2772738343297372 0.0001418854068593323
2.5 2.75 6 8 7.75 8 0.180078841377876 0.000101464392997741
2.5 2.75 6 8 8 8.25 0.1154652153444949 7.667382463315275e-05
2.5 2.75 6 8 8.25 8.5 0.07295611183450276 3.006053381426899e-05
2.5 2.75 6 8 8.5 8.75 0.045317284616815 1.588835917268328e-05
2.5 2.75 6 8 8.75 9 0.02758446743363491 2.012971561011351e-05
2.5 2.75 6 8 9 9.25 0.01639395324768513 2.3883790981373e-06
2.5 2.75 6 8 9.25 9.5 0.009468311528527345 5.394864550419681e-07
2.5 2.75 6 8 9.5 9.75 0.005278239963064459 1.43844264107601e-07
2.5 2.75 6 8 9.75 10 0.002814809382817192 2.955299188782921e-07
2.5 2.75 6 8 10 20 0.002576083725106243 1.659190785528643e-06
2.5 2.75 8 10 0 0.25 0 0
2.5 2.75 8 10 0.25 0.5 0 0
2.5 2.75 8 10 0.5 0.75 0 0
2.5 2.75 8 10 0.75 1 0 0
2.5 2.75 8 10 1 1.25 0 0
2.5 2.75 8 10 1.25 1.5 0 0
2.5 2.75 8 10 1.5 1.75 0 0
2.5 2.75 8 10 1.75 2 0 0
2.5 2.75 8 10 2 2.25 0 0
2.5 2.75 8 10 2.25 2.5 0 0
2.5 2.75 8 10 2.5 2.75 0 0
2.5 2.75 8 10 2.75 3 0 0
2.5 2.75 8 10 3 3.25 0 0
2.5 2.75 8 10 3.25 3.5 0 0
2.5 2.75 8 10 3.5 3.75 0 0
2.5 2.75 8 10 3.75 4 0 0
2.5 2.75 8 10 4 4.25 0 0
2.5 2.75 8 10 4.25 4.5 0 0
2.5 2.75 8 10 4.5 4.75 0 0
2.5 2.75 8 10 4.75 5 0 0
2.5 2.75 8 10 5 5.25 0 0
2.5 2.75 8 10 5.25 5.5 0 0
2.5 2.75 8 10 5.5 5.75 0 0
2.5 2.75 8 10 5.75 6 0 0
2.5 2.75 8 10 6 6.25 0 0
2.5 2.75 8 10 6.25 6.5 0 0
2.5 2.75 8 10 6.5 6.75 0 0
2.5 2.75 8 10 6.75 7 0 0
2.5 2.75 8 10 7 7.25 0 0
2.5 2.75 8 10 7.25 7.5 0 0
2.5 2.75 8 10 7.5 7.75 0 0
2.5 2.75 8 10 7.75 8 0 0
2.5 2.75 8 10 8 8.25 0 0
2.5 2.75 8 10 8.25 8.5 0 0
2.5 2.75 8 10 8.5 8.75 0 0
2.5 2.75 8 10 8.75 9 0 0
2.5 2.75 8 10 9 9.25 0 0
2.5 2.75 8 10 9.25 9.5 0 0
2.5 2.75 8 10 9.5 9.75 0 0
2.5 2.75 8 10 9.75 10 0 0
2.5 2.75 8 10 10 20 0 0
2.75 3 0 1 0 0.25 2489.630906955339 94.71261483232253
2.75 3 0 1 0.25 0.5 8708.168594735442 4.867616418444194
2.75 3 0 1 0.5 0.75 14312.93298213596 0.6455938162813137
2.75 3 0 1 0.75 1 18340.54115819163 0.3995669903481874
2.75 3 0 1 1 1.25 20606.06771788476 0.4113099229387787
2.75 3 0 1 1.25 1.5 21226.39576991691 27.18320216483122
2.75 3 0 1 1.5 1.75 20391.83864919227 17.33284074943484
2.75 3 0 1 1.75 2 18187.73423460326 10.88697588875316
2.75 3 0 1 2 2.25 15100.32959032497 10.05418993552722
2.75 3 0 1 2.25 2.5 11843.2163584183 3.827213863124332
2.75 3 0 1 2.5 2.75 8960.867741070517 5.925276887199397
2.75 3 0 1 2.75 3 6695.462947399163 4.073526734500359
2.75 3 0 1 3 3.25 5043.398546152529 2.871714423658412
2.75 3 0 1 3.25 3.5 3880.930900495116 2.079021762571605
2.75 3 0 1 3.5 3.75 3064.720714244982 1.602704027090749
2.75 3 0 1 3.75 4 2479.515915847487 1.174323375124001
2.75 3 0 1 4 4.25 2046.845103850305 0.9129936681421773
2.75 3 0 1 4.25 4.5 1714.064771619971 0.7262726777543146
2.75 3 0 1 4.5 4.75 1449.015590863236 0.5866171237745765
2.75 3 0 1 4.75 5 1244.72188977107 0.4836297807571555
2.75 3 0 1 5 5.25 1079.286940430687 0.4055015150433974
2.75 3 0 1 5.25 5.5 940.681104641897 0.3452382233629123
2.75 3 0 1 5.5 5.75 823.8585057035245 0.2980029323580311
2.75 3 0 1 5.75 6 724.8398232290909 0.2603861747348901
2.75 3 0 1 6 6.25 640.4632212575784 0.229975557053649
2.75 3 0 1 6.25 6.5 568.2005899616778 0.2050317575511826
2.75 3 0 1 6.5 6.75 506.0165278293928 0.1842954466201832
2.75 3 0 1 6.75 7 452.2630916330079 0.1668369462765895
2.75 3 0 1 7 7.25 405.5974356867495 0.1519687241634529
2.75 3 0 1 7.25 7.5 364.9198281234994 0.1391735498211233
2.75 3 0 1 7.5 7.75 329.3244942030793 0.1280572791745271
2.75 3 0 1 7.75 8 298.0617572842733 0.1183163990673961
2.75 3 0 1 8 8.25 270.5081407975176 0.1097155944480619
2.75 3 0 1 8.25 8.5 246.1425366482539 0.1020692462903412
2.75 3 0 1 8.5 8.75 224.5275950375846 0.09522939372450878
2.75 3 0 1 8.75 9 205.2946986686357 0.08907722888082503
2.75 3 0 1 9 9.25 188.131719286836 0.08351615431084269
2.75 3 0 1 9.25 9.5 172.7736472219392 0.07846665897972116
2.75 3 0 1 9.5 9.75 158.9943706369801 0.07386316327827558
2.75 3 0 1 9.75 10 146.6003326074815 0.06965133570452053
2.75 3 0 1 10 20 1998.380274883337 1.769457346743593
2.75 3 1 2 0 0.25 3254.073017961928 98.34922043910751
2.75 3 1 2 0.25 0.5 10828.94407744249 5.642186587191177
2.75 3 1 2 0.5 0.75 17524.84004584387 4.267822043987899
2.75 3 1 2 0.75 1 22302.42478425763 5.137579699261228
2.75 3 1 2 1 1.25 24938.44050301492 5.442425015752847
2.75 3 1 2 1.25 1.5 25563.20837063473 25.73766432491762
2.75 3 1 2 1.5 1.75 24353.56632531794 15.42149122405036
2.75 3 1 2 1.75 2 21413.87970675267 8.903720011858427
2.75 3 1 2 2 2.25 17445.45604221366 10.77038853178304
2.75 3 1 2 2.25 2.5 13372.41798367909 7.281655090893461
2.75 3 1 2 2.5 2.75 9866.644153262117 5.060425999664909
2.75 3 1 2 2.75 3 7191.625168732172 4.949493192638691
2.75 3 1 2 3 3.25 5306.651229088373 3.635213714857407
2.75 3 1 2 3.25 3.5 4028.138846418952 2.732208201526205
2.75 3 1 2 3.5 3.75 3160.322051388751 2.071872156560487
2.75 3 1 2 3.75 4 2553.251609226213 1.608783609142389
2.75 3 1 2 4 4.25 2110.020950134695 1.271892234019743
2.75 3 1 2 4.25 4.5 1770.655939261029 1.02663691028382
2.75 3 1 2 4.5 4.75 1500.463415968952 0.8409681666853794
2.75 3 1 2 4.75 5 1289.646559475743 0.6999995840853899
2.75 3 1 2 5 5.25 1118.10636311507 0.5906914103775307
2.75 3 1 2 5.25 5.5 974.3404595931589 0.5046852783322038
2.75 3 1 2 5.5 5.75 853.1378548073563 0.4359922676738961
2.75 3 1 2 5.75 6 750.3839175415129 0.3804116417941259
2.75 3 1 2 6 6.25 662.8104270668658 0.33484073979389
2.75 3 1 2 6.25 6.5 587.799951123748 0.2970596007237418
2.75 3 1 2 6.5 6.75 523.2466115294718 0.2695153190710471
2.75 3 1 2 6.75 7 467.4423024489172 0.2823832621516544
2.75 3 1 2 7 7.25 418.9963571317354 0.2905167570461913
2.75 3 1 2 7.25 7.5 376.7682640691219 0.2948577949057949
2.75 3 1 2 7.5 7.75 339.81850265848 0.2960847347084723
2.75 3 1 2 7.75 8 307.3699354993507 0.2951776986495247
2.75 3 1 2 8 8.25 278.7812400126682 0.1504639306984927
2.75 3 1 2 8.25 8.5 253.4983575818491 0.1387561507850705
2.75 3 1 2 8.5 8.75 231.0742219502853 0.1283339334194977
2.75 3 1 2 8.75 9 211.1256088023463 0.1190135108596735
2.75 3 1 2 9 9.25 193.3286662501078 0.1106424977862162
2.75 3 1 2 9.25 9.5 177.4078425775069 0.1030922012550093
2.75 3 1 2 9.5 9.75 163.1279152889681 0.09625806315986551
2.75 3 1 2 9.75 10 150.2878428396662 0.09005209739009956
2.75 3 1 2 10 20 2022.53311961207 1.460666787360424
2.75 3 2 2.5 0 0.25 2458.243082873174 366.9269775372683
2.75 3 2 2.5 0.25 0.5 7716.074854596838 47.85296447507196
2.75 3 2 2.5 0.5 0.75 12140.89960839973 16.7032452720754
2.75 3 2 2.5 0.75 1 15077.83915344945 7.863164535010099
2.75 3 2 2.5 1 1.25 16376.1262910387 16.66457935216757
2.75 3 2 2.5 1.25 1.5 16162.7489525017 10.25747760055794
2.75 3 2 2.5 1.5 1.75 14604.25502304511 7.537369585692491
2.75 3 2 2.5 1.75 2 11976.99332729446 5.783550627619311
2.75 3 2 2.5 2 2.25 8987.676372827325 4.282878177381463
2.75 3 2 2.5 2.25 2.5 6313.109896053219 2.834721340498537
2.75 3 2 2.5 2.5 2.75 4308.338361398518 1.673294013829416
2.75 3 2 2.5 2.75 3 2995.075204637526 1.024647649519523
2.75 3 2 2.5 3 3.25 2205.841249690553 0.7387827175297965
2.75 3 2 2.5 3.25 3.5 1737.682647294632 1.759444139888183
2.75 3 2 2.5 3.5 3.75 1437.591786700505 1.352187229167916
2.75 3 2 2.5 3.75 4 1218.888640145713 1.062848397568288
2.75 3 2 2.5 4 4.25 1042.699863024156 0.8498473217810776
2.75 3 2 2.5 4.25 4.5 896.0541399295402 0.6903055839643045
2.75 3 2 2.5 4.5 4.75 771.4046290671789 0.5688547012121421
2.75 3 2 2.5 4.75 5 663.9649788620009 0.474949494202292
2.75 3 2 2.5 5 5.25 574.9685564209645 0.4012471191055056
2.75 3 2 2.5 5.25 5.5 500.419350954493 0.3576150694871671
2.75 3 2 2.5 5.5 5.75 437.6046247385422 0.3320748851244844
2.75 3 2 2.5 5.75 6 384.3837639931281 0.3084306055117736
2.75 3 2 2.5 6 6.25 339.0546399076412 0.2864527936765739
2.75 3 2 2.5 6.25 6.5 300.255838989911 0.2661916831573308
2.75 3 2 2.5 6.5 6.75 266.8902626301265 0.247426829974188
2.75 3 2 2.5 6.75 7 238.0695629427057 0.2301488303563133
2.75 3 2 2.5 7 7.25 213.069590722461 0.1412914447882088
2.75 3 2 2.5 7.25 7.5 191.2969679291046 0.1273843205951835
2.75 3 2 2.5 7.5 7.75 172.263069245317 0.1153277988830439
2.75 3 2 2.5 7.75 8 155.5631606742349 0.1048107132143627
2.75 3 2 2.5 8 8.25 140.8607083194047 0.0955862532379399
2.75 3 2 2.5 8.25 8.5 127.874363145641 0.08745358137772996
2.75 3 2 2.5 8.5 8.75 116.3680064241151 0.08024961393883245
2.75 3 2 2.5 8.75 9 106.1426491784471 0.07384103462344171
2.75 3 2 2.5 9 9.25 97.02979888401038 0.06811653274722573
2.75 3 2 2.5 9.25 9.5 88.88645871634442 0.06298466594634533
2.75 3 2 2.5 9.5 9.75 81.59051587634048 0.05836783811402313
2.75 3 2 2.5 9.75 10 75.03764504262885 0.05420092189432069
2.75 3 2 2.5 10 20 986.3452661991727 0.8071934950240802
2.75 3 2.5 3 0 0.25 -11246.24386040703 310.5208085711665
2.75 3 2.5 3 0.25 0.5 -31785.16413825662 37.19251449212896
2.75 3 2.5 3 0.5 0.75 -48460.47653819183 35.99219802641296
2.75 3 2.5 3 0.75 1 -59815.92937800662 6.280467123585962
2.75 3 2.5 3 1 1.25 -65005.70449839556 55.08200251373421
2.75 3 2.5 3 1.25 1.5 -64187.6938130842 47.21852077394923
2.75 3 2.5 3 1.5 1.75 -56883.07229553977 52.52451558719012
2.75 3 2.5 3 1.75 2 -43699.13639966688 23.39455901315538
2.75 3 2.5 3 2 2.25 -28706.53472183294 18.78683194038777
2.75 3 2.5 3 2.25 2.5 -15568.37263594464 10.37539075314326
2.75 3 2.5 3 2.5 2.75 -6227.737525387468 5.277224957779066
2.75 3 2.5 3 2.75 3 -810.8803790506649 2.887755094378633
2.75 3 2.5 3 3 3.25 1625.050330507056 1.692522809387125
